0,1,2,3,4,5,6,7,8,9,10,date
647,VARA Vara Network,VARA,"$46,203,892.84",$0.111,416.205.988 VARA,"$661,156.78","0,28%","0,22%","7,80%",,2024_04_21
648,VOXEL Voxies,VOXEL,"$45,918,184.81",$0.2626,174.840.671 VOXEL *,"$4,022,187.00","0,41%","0,45%","5,03%",,2024_04_21
649,PLANET PLANET,PLANET,"$45,149,810.89",$0.00005303,851.450.035.658 PLANET *,"$3,863,622.90","-0,28%","-9,49%","-3,03%",,2024_04_21
650,DEP DEAPcoin,DEP,"$45,258,546.54",$0.001968,22.998.521.512 DEP *,"$1,195,846.65","1,62%","-0,67%","10,55%",,2024_04_21
651,COVAL Circuits of Value,COVAL,"$44,559,842.18",$0.02497,1.784.838.484 COVAL *,"$578,752.30","-0,67%","-3,68%","1,53%",,2024_04_21
652,STT Statter Network,STT,"$44,903,644.34",$0.8919,50.344.589 STT,"$9,968,060.23","0,14%","0,63%","-14,97%",,2024_04_21
653,COREUM Coreum,COREUM,"$44,684,308.58",$0.1161,384.792.048 COREUM *,"$1,669,080.64","0,84%","-1,14%","-3,82%",,2024_04_21
654,AIT AIT Protocol,AIT,"$44,695,829.75",$0.3985,112.152.081 AIT *,"$1,876,288.17","-0,45%","11,88%","-3,62%",,2024_04_21
655,VEGA Vega Protocol,VEGA,"$44,275,872.53",$0.7261,60.975.186 VEGA *,"$139,255.07","-0,22%","-3,82%","0,23%",,2024_04_21
656,VRTX Vertex Protocol,VRTX,"$44,219,484.42",$0.2001,220.977.990 VRTX *,"$3,194,671.22","0,09%","5,08%","-4,68%",,2024_04_21
657,MOC Moss Coin,MOC,"$44,411,661.66",$0.1077,412.489.688 MOC,"$1,749,725.05","-0,87%","0,77%","3,13%",,2024_04_21
658,KISHU Kishu Inu,KISHU,"$44,062,763.36",--,93.136.097.121.133.940 KISHU *,"$894,872.54","-0,43%","-2,12%","9,42%",,2024_04_21
659,CERE Cere Network,CERE,"$43,959,264.80",$0.006334,6.939.923.952 CERE *,"$796,082.63","0,07%","1,52%","3,94%",,2024_04_21
660,BOTTO Botto,BOTTO,"$43,617,566.56",$0.9538,45.732.269 BOTTO *,"$157,921.73","-1,09%","0,79%","9,19%",,2024_04_21
661,EURC EURC,EURC,"$43,645,751.69",$1.0521,41.484.115 EURC *,"$1,674,196.52","0,36%","-0,55%","-0,20%",,2024_04_21
662,SLN Smart Layer Network,SLN,"$43,508,174.57",$2.6569,16.375.777 SLN,"$3,323,268.09","-1,28%","10,51%","11,23%",,2024_04_21
663,VCNT ViciCoin,VCNT,"$43,414,424.92",$19.05,2.279.555 VCNT *,"$578,521.77","0,07%","-0,93%","8,29%",,2024_04_21
664,LIT Litentry,LIT,"$43,126,329.01",$1.0885,39.619.383 LIT *,"$4,967,887.34","-0,14%","-2,77%","3,28%",,2024_04_21
665,CRTS Cratos,CRTS,"$42,952,968.51",$0.0008713,49.299.676.745 CRTS,"$2,949,483.92","-0,73%","0,17%","-0,90%",,2024_04_21
666,FIDA Bonfida,FIDA,"$43,081,381.15",$0.3466,124.302.511 FIDA *,"$4,571,066.24","0,29%","-0,89%","6,78%",,2024_04_21
667,RAMP RAMP,RAMP,"$42,829,872.05",$0.08963,477.838.740 RAMP *,$66.13,"0,02%","-5,51%","-3,56%",,2024_04_21
668,HOPR HOPR,HOPR,"$42,716,476.16",$0.1252,341.173.813 HOPR *,"$553,499.69","0,56%","-0,32%","0,86%",,2024_04_21
669,MCT Metacraft,MCT,"$42,702,252.51",$0.8109,52.661.120 MCT,"$7,052.61","-0,71%","8,11%","15,68%",,2024_04_21
670,XCAD XCAD Network,XCAD,"$42,698,374.74",$0.8946,47.726.796 XCAD *,"$5,460,002.49","-0,12%","-0,64%","10,62%",,2024_04_21
671,VXV Vectorspace AI,VXV,"$42,361,445.25",$0.8486,49.917.054 VXV *,"$100,332.35","0,27%","-2,09%","3,83%",,2024_04_21
672,AQT Alpha Quark Token,AQT,"$40,701,575.61",$1.5184,26.806.201 AQT *,"$1,700,490.48","0,04%","1,01%","4,03%",,2024_04_21
673,LIKE Only1,LIKE,"$41,713,170.07",$0.1526,273.286.650 LIKE *,"$2,498,642.60","-0,30%","1,03%","4,07%",,2024_04_21
674,ROUTE Router Protocol,ROUTE,"$41,736,221.43",$2.7572,15.137.227 ROUTE *,"$1,097,423.96","-0,61%","-3,70%","3,86%",,2024_04_21
675,ISIKC Isiklar Coin,ISIKC,"$42,070,792.71",$0.4207,100.000.000 ISIKC,"$86,199.09","1,24%","2,70%","-1,73%",,2024_04_21
676,ALT ArchLoot,ALT,"$41,042,815.11",$0.2581,158.999.993 ALT,"$3,625,374.61","-0,72%","-0,38%","-9,15%",,2024_04_21
677,ZANO Zano,ZANO,"$41,187,765.81",$3.3809,12.182.550 ZANO,"$68,206.93","0,02%","7,25%","16,05%",,2024_04_21
678,QUICK Quickswap [New],QUICK,"$41,205,253.36",$0.05895,699.000.000 QUICK *,"$3,755,931.95","-0,72%","-5,36%","-0,16%",,2024_04_21
679,VLX Velas,VLX,"$40,832,921.37",$0.01582,2.581.366.489 VLX,"$987,635.48","-0,09%","-1,24%","20,06%",,2024_04_21
680,HAI Hacken Token,HAI,"$40,644,005.28",$0.06299,645.253.673 HAI *,"$255,502.45","-0,23%","-2,29%","-1,05%",,2024_04_21
681,LIME iMe Lab,LIME,"$40,495,785.18",$0.08579,472.038.858 LIME *,"$3,444,413.01","-0,37%","-3,58%","3,93%",,2024_04_21
682,KEY SelfKey,KEY,"$39,889,096.63",$0.007519,5.304.969.446 KEY *,"$3,838,535.70","-0,34%","-1,23%","9,14%",,2024_04_21
683,OFN Openfabric AI,OFN,"$40,040,989.69",$0.6528,61.336.459 OFN *,"$2,316,938.52","-0,71%","5,24%","75,47%",,2024_04_21
684,TAVA ALTAVA,TAVA,"$39,852,429.15",$0.07832,508.811.996 TAVA *,"$8,200,197.04","1,58%","10,97%","13,14%",,2024_04_21
685,EXRD e-Radix,EXRD,"$39,835,003.66",$0.05421,734.834.633 EXRD *,"$410,615.15",<0.01%,"-2,36%","-8,03%",,2024_04_21
686,METAL BADMAD ROBOTS,METAL,"$39,863,070.50",$0.05542,719.299.800 METAL *,"$571,819.12","0,40%","23,10%","33,86%",,2024_04_21
687,CEL Celsius,CEL,"$39,346,458.49",$0.1647,238.863.520 CEL *,"$1,439,572.76","-0,51%","-2,03%","14,23%",,2024_04_21
688,TURBO Turbo,TURBO,"$39,151,062.83",$0.0006149,63.674.701.174 TURBO *,"$7,733,397.28","-0,38%","-5,43%","5,57%",,2024_04_21
689,MXC Moonchain,MXC,"$39,083,188.48",$0.01479,2.642.132.371 MXC *,"$400,352,074.80","-1,12%","7,98%","7,26%",,2024_04_21
690,ZTX ZTX,ZTX,"$38,719,239.49",$0.01347,2.875.384.166 ZTX *,"$1,221,046.09","-0,15%","-0,32%","-15,98%",,2024_04_21
691,XSGD XSGD,XSGD,"$38,695,242.92",$0.735,52.649.348 XSGD *,"$322,230.20","0,05%","0,29%","0,71%",,2024_04_21
692,KYVE KYVE Network,KYVE,"$38,402,260.25",$0.06996,548.954.133 KYVE *,"$18,803.39","0,04%","-0,10%","-14,32%",,2024_04_21
693,GEL Gelato,GEL,"$38,294,413.76",$0.3483,109.951.523 GEL *,"$235,225.48","-0,08%","-1,54%","-3,86%",,2024_04_21
694,PRQ PARSIQ,PRQ,"$38,350,781.18",$0.1474,260.256.872 PRQ *,"$1,756,984.77","1,10%","-0,92%","2,36%",,2024_04_21
695,STOS Stratos,STOS,"$38,132,762.93",$0.9828,38.800.874 STOS *,"$253,844.01","-0,20%","-1,22%","-6,24%",,2024_04_21
696,EURt Tether EURt,EURt,"$37,932,529.51",$1.0425,36.387.340 EURt *,"$2,070,915.19","-0,21%","-0,77%","-0,92%",,2024_04_21
697,APX APX,APX,"$37,882,667.36",$0.08457,447.931.101 APX,"$1,356,931.23","0,10%","2,06%","-15,50%",,2024_04_21
698,CUSD Celo Dollar,CUSD,"$37,785,808.75",$0.9995,37.804.572 CUSD *,"$4,408,521.96","0,02%","0,04%","-0,14%",,2024_04_21
699,PSTAKE pSTAKE Finance,PSTAKE,"$37,689,889.00",$0.08573,439.651.042 PSTAKE *,"$1,503,575.53","0,17%","-7,92%","-5,73%",,2024_04_21
700,NCT PolySwarm,NCT,"$37,162,204.98",$0.02403,1.546.457.130 NCT *,"$853,533.67","-2,15%","-3,36%","1,26%",,2024_04_21
701,ALU Altura,ALU,"$37,051,452.02",$0.05148,719.755.021 ALU *,"$10,817,157.39","-0,13%","4,94%","-1,48%",,2024_04_21
702,MCB MUX Protocol,MCB,"$36,919,106.36",$9.6608,3.821.523 MCB *,"$117,664.61","-0,05%","1,47%","9,99%",,2024_04_21
703,FAR Farcana,FAR,"$36,917,969.34",$0.1108,333.141.025 FAR *,"$67,430,938.64","0,30%","0,57%","1,77%",,2024_04_21
704,AVINOC AVINOC,AVINOC,"$36,609,144.45",$0.09405,389.244.472 AVINOC,"$58,290.91","-0,03%","0,89%","-4,56%",,2024_04_21
705,BSW Biswap,BSW,"$36,313,407.56",$0.08431,430.722.170 BSW *,"$3,541,959.12","0,19%","-0,70%","-1,20%",,2024_04_21
706,SHX Stronghold Token,SHX,"$36,754,005.00",$0.006344,5.793.905.044 SHX,"$316,938.52","1,69%","3,62%","7,25%",,2024_04_21
707,CETUS Cetus Protocol,CETUS,"$36,096,601.33",$0.1289,280.000.000 CETUS *,"$8,336,870.12","-0,27%","-2,24%","7,38%",,2024_04_21
708,FIS StaFi,FIS,"$35,810,289.38",$0.5924,60.452.000 FIS *,"$5,539,928.94","-1,25%","-6,80%","0,02%",,2024_04_21
709,KP3R Keep3rV1,KP3R,"$35,892,725.38",$84.42,425.178 KP3R *,"$5,463,063.32","-2,08%","-4,86%","1,58%",,2024_04_21
710,AURA Aura Finance,AURA,"$35,888,122.87",$0.6947,51.662.714 AURA,"$44,084.26","0,08%","1,06%","16,75%",,2024_04_21
711,AHT AhaToken,AHT,"$35,885,558.53",$0.007971,4.502.217.832 AHT *,"$3,195,565.80","-0,57%","1,00%","-0,40%",,2024_04_21
712,AKRO Akropolis,AKRO,"$36,414,157.65",$0.008208,4.436.209.630 AKRO *,"$58,420,117.06","0,75%","9,65%","23,19%",,2024_04_21
713,LMR Lumerin,LMR,"$35,671,510.46",$0.0588,606.615.000 LMR *,"$92,976.88","-0,02%","1,83%","-11,67%",,2024_04_21
714,PSG Paris Saint-Germain Fan Token,PSG,"$35,462,783.48",$4.6520,7.623.091 PSG *,"$3,862,842.09","-0,34%","-1,58%","13,01%",,2024_04_21
715,RBX RabbitX,RBX,"$35,552,492.64",$0.09751,364.585.042 RBX *,"$147,834.54","0,00%","11,93%","42,05%",,2024_04_21
716,SCLP Scallop,SCLP,"$35,437,090.74",$0.5487,64.582.951 SCLP *,"$1,338,452.67","-1,10%","0,07%","14,91%",,2024_04_21
717,GLQ Graphlinq Chain,GLQ,"$35,528,747.94",$0.1045,339.999.895 GLQ *,"$931,742.82","0,57%","-4,94%","5,79%",,2024_04_21
718,AVA AVA,AVA,"$35,431,983.75",$0.6882,51.487.051 AVA *,"$1,698,953.62","-0,69%","-1,42%","2,49%",,2024_04_21
719,SLND Solend,SLND,"$35,397,145.87",$0.9233,38.336.723 SLND *,"$80,760.87","-0,29%","-1,07%","-7,17%",,2024_04_21
720,SLG SLG.GAMES,SLG,"$35,069,755.07",$0.06952,504.431.154 SLG,"$2,261,166.18","-0,08%","-2,80%","-6,41%",,2024_04_21
721,LOCUS Locus Chain,LOCUS,"$34,741,770.31",$0.01669,2.081.062.787 LOCUS *,"$278,260.36","-1,01%","6,61%","70,89%",,2024_04_21
722,DCB Decubate,DCB,"$34,803,271.02",$0.1023,340.288.494 DCB *,"$1,368,894.20","0,30%","4,02%","-4,72%",,2024_04_21
723,UNFI Unifi Protocol DAO,UNFI,"$34,603,180.07",$4.0101,8.629.041 UNFI *,"$5,971,519.05","-0,11%","-1,53%","16,85%",,2024_04_21
724,FOX Shapeshift FOX Token,FOX,"$34,626,880.05",$0.09181,377.154.162 FOX *,"$1,500,548.02","-0,41%","0,59%","-4,89%",,2024_04_21
725,SANTOS Santos FC Fan Token,SANTOS,"$34,329,423.08",$6.1899,5.546.061 SANTOS *,"$8,118,743.01","0,07%","-0,78%","15,80%",,2024_04_21
726,ASD ASD,ASD,"$34,908,031.67",$0.05284,660.615.274 ASD *,"$2,479,318.75","0,36%","-6,49%","-12,85%",,2024_04_21
727,OCTA OctaSpace,OCTA,"$34,183,227.73",$1.2325,27.734.391 OCTA *,"$237,097.76","-0,12%","-4,15%","-8,59%",,2024_04_21
728,NCDT Nuco.cloud,NCDT,"$34,080,362.38",$1.0640,32.030.898 NCDT *,"$301,878.77","-0,03%","-7,98%","1,70%",,2024_04_21
729,UFT UniLend,UFT,"$33,589,965.77",$0.4293,78.250.222 UFT *,"$3,378,913.65","0,10%","-4,69%","4,14%",,2024_04_21
730,OPEN Open Custody Protocol,OPEN,"$33,389,458.91",$0.04747,703.364.450 OPEN *,"$528,715.89","0,00%","0,00%","-0,78%",,2024_04_21
731,RVF RocketX exchange,RVF,"$33,310,285.72",$0.3555,93.691.309 RVF *,"$138,980.78","0,02%","4,44%","-0,16%",,2024_04_21
732,CHESS Tranchess,CHESS,"$33,320,165.98",$0.2117,157.397.943 CHESS *,"$4,803,527.03","-0,36%","-6,14%","4,30%",,2024_04_21
733,QORPO QORPO WORLD,QORPO,"$33,075,653.89",$0.7499,44.104.454 QORPO *,"$1,354,519.82","0,27%","4,21%","9,67%",,2024_04_21
734,SNS Synesis One,SNS,"$32,487,325.33",$0.0712,456.252.758 SNS *,"$2,764,722.63","0,42%","-0,63%","12,25%",,2024_04_21
735,WRLD NFT Worlds,WRLD,"$32,716,158.50",$0.04594,712.090.665 WRLD *,"$33,416.79","0,02%","0,01%","-8,71%",,2024_04_21
736,PIVX PIVX,PIVX,"$32,572,229.17",$0.3974,81.961.630 PIVX *,"$1,924,954.62","-0,39%","-2,90%","7,58%",,2024_04_21
737,BAR FC Barcelona Fan Token,BAR,"$32,627,189.80",$3.0503,10.696.240 BAR *,"$2,352,333.59","-0,11%","-1,67%","-4,41%",,2024_04_21
738,KATA Katana Inu,KATA,"$32,514,416.86",$0.00151,21.526.767.077 KATA *,"$875,986.40","-0,13%","5,09%","-0,19%",,2024_04_21
739,ONIT ONBUFF,ONIT,"$32,568,590.04",$0.04229,770.075.466 ONIT *,"$1,795,090.78","2,58%","-0,82%","20,73%",,2024_04_21
740,QUICK QuickSwap [Old],QUICK,"$32,487,509.50",$63.21,513.997 QUICK *,"$19,722.25","0,18%","-3,11%","-0,69%",,2024_04_21
741,BIFI Beefy,BIFI,"$31,805,625.07",$397.57,80.000 BIFI *,"$3,360,748.95","0,74%","-3,39%","8,90%",,2024_04_21
742,AMPL Ampleforth,AMPL,"$32,254,844.67",$1.1408,28.274.494 AMPL *,"$3,026,845.97","0,26%","-4,13%","16,42%",,2024_04_21
743,SUKU Suku,SUKU,"$32,137,807.93",$0.1801,178.403.407 SUKU *,"$2,700,156.60","-3,04%","-6,24%","4,73%",,2024_04_21
744,ACX Across Protocol,ACX,"$32,342,072.75",$0.2343,138.063.734 ACX *,"$825,801.15","0,01%","6,00%","-2,23%",,2024_04_21
745,ZKF ZKFair,ZKF,"$31,968,470.70",$0.003197,10.000.000.000 ZKF,"$6,638,003.43","-0,12%","-4,46%","-4,95%",,2024_04_21
746,STC Student Coin,STC,"$32,065,266.70",$0.006024,5.322.747.502 STC,"$2,869.83","0,01%","0,28%","0,07%",,2024_04_21
747,CAGA Crypto Asset Governance Alliance,CAGA,"$32,031,303.39",$0.0005209,61.492.072.802 CAGA *,"$2,098,667.66","-0,03%","-0,14%","-0,52%",,2024_04_21
748,ADX AdEx,ADX,"$31,728,502.87",$0.2203,144.046.027 ADX *,"$3,518,277.58","-0,33%","-4,03%","-1,05%",,2024_04_21
749,MNGO Mango,MNGO,"$31,701,566.48",$0.0317,1.000.000.000 MNGO *,"$335,284.19","0,49%","16,65%","33,14%",,2024_04_21
750,DERC DeRace,DERC,"$31,756,982.73",$0.2646,120.000.000 DERC *,"$549,780.74","0,95%","4,97%","7,06%",,2024_04_21
751,BST Blocksquare Token,BST,"$31,605,759.74",$0.68,46.481.737 BST *,"$643,847.90","0,12%","-0,03%","-3,22%",,2024_04_21
752,NOM Onomy Protocol,NOM,"$31,459,994.49",$0.3306,95.154.776 NOM *,"$884,324.09","0,38%","-8,91%","20,33%",,2024_04_21
753,CREO Creo Engine,CREO,"$31,313,488.20",$0.1079,290.296.616 CREO *,"$2,294,676.26","0,38%","0,83%","13,28%",,2024_04_21
754,KRL Kryll,KRL,"$31,428,013.92",$0.8174,38.446.598 KRL,"$3,477,098.17","-1,60%","1,15%","14,54%",,2024_04_21
755,MIN Minswap,MIN,"$31,379,444.69",$0.02899,1.082.367.249 MIN *,"$167,101.32","3,28%","1,10%","7,12%",,2024_04_21
756,PIT Pitbull,PIT,"$31,276,321.71",--,40.192.158.063.660.000 PIT *,"$536,145.09","-0,40%","-1,51%","-4,68%",,2024_04_21
757,FLIX OmniFlix Network,FLIX,"$31,083,241.74",$0.124,250.758.585 FLIX *,"$16,739.87","-0,31%","2,07%","4,89%",,2024_04_21
758,XPR XPR Network,XPR,"$30,846,122.69",$0.001211,25.473.242.795 XPR *,"$743,943.95","-0,17%","-1,84%","-0,75%",,2024_04_21
759,WNCG Nine Chronicles,WNCG,"$30,208,166.02",$0.08783,343.949.729 WNCG *,"$611,552.03","0,03%","-0,64%","-3,89%",,2024_04_21
760,GET GET Protocol,GET,"$30,416,904.35",$2.6709,11.388.258 GET *,"$1,143,652.70","0,00%","-2,82%","17,97%",,2024_04_21
761,ALPACA Alpaca Finance,ALPACA,"$29,728,433.25",$0.1989,149.436.269 ALPACA *,"$4,683,793.60","-0,28%","-0,81%","10,31%",,2024_04_21
762,CONX Connex,CONX,"$29,870,610.41",$25.97,1.150.000 CONX,"$166,174.36","-0,16%","-0,03%","-1,11%",,2024_04_21
763,FIO FIO Protocol,FIO,"$29,797,222.70",$0.03966,751.307.258 FIO *,"$3,661,937.27","-0,20%","-1,94%","8,78%",,2024_04_21
764,AURY Aurory,AURY,"$29,737,912.07",$0.5408,54.988.643 AURY *,"$868,554.42","-7,62%","-13,58%","-18,32%",,2024_04_21
765,TONIC Tectonic,TONIC,"$29,627,194.00",$0.00000012,247.733.879.909.099 TONIC,"$30,574.78","-0,03%","-0,54%","-3,55%",,2024_04_21
766,SPA Sperax,SPA,"$29,357,842.10",$0.01735,1.691.656.057 SPA *,"$2,278,535.23","2,75%","5,98%","4,43%",,2024_04_21
767,FON FONSmartChain,FON,"$29,436,162.20",$2.3829,12.352.968 FON,"$364,598.47","0,22%","-0,28%","-3,87%",,2024_04_21
768,CENNZ CENNZnet,CENNZ,"$28,969,896.88",$0.02414,1.200.000.000 CENNZ *,"$72,353.96","-0,80%","-0,31%","-5,10%",,2024_04_21
769,VITE VITE,VITE,"$29,158,993.68",$0.02675,1.089.878.762 VITE *,"$3,463,544.54","0,14%","0,63%","6,86%",,2024_04_21
770,VIDT VIDT DAO,VIDT,"$28,872,118.66",$0.0375,770.011.370 VIDT *,"$2,221,036.83",<0.01%,"-2,01%","4,16%",,2024_04_21
771,SMT Swarm Markets,SMT,"$29,060,561.07",$0.8868,32.769.650 SMT *,"$329,800.96","1,41%","-2,86%","-5,58%",,2024_04_21
772,HELLO HELLO Labs,HELLO,"$28,942,919.61",$0.0459,630.523.787 HELLO *,"$1,513,546.79","0,18%","1,01%","0,82%",,2024_04_21
773,DOCK Dock,DOCK,"$28,398,929.64",$0.0324,876.417.166 DOCK *,"$1,210,128.17","0,04%","-0,91%","8,16%",,2024_04_21
774,OORT OORT,OORT,"$28,350,514.43",$0.3955,71.683.627 OORT *,"$2,189,314.37","0,29%","-2,14%","-9,96%",,2024_04_21
775,KLV Klever,KLV,"$28,606,602.74",$0.003221,8.880.780.407 KLV *,"$821,938.08","0,15%","3,61%","8,44%",,2024_04_21
776,BLOK Bloktopia,BLOK,"$28,246,966.13",$0.001611,17.536.640.676 BLOK *,"$830,236.98","-0,41%","-1,48%","2,00%",,2024_04_21
777,DVPN Sentinel,DVPN,"$28,476,226.86",$0.001589,17.917.666.565 DVPN *,"$284,427.26","-0,69%","7,10%","1,77%",,2024_04_21
778,HARD Kava Lend,HARD,"$27,711,610.40",$0.2056,134.791.668 HARD *,"$1,574,108.35","-0,37%","-1,18%","5,49%",,2024_04_21
779,HTM Hatom,HTM,"$27,681,253.17",$1.6608,16.667.457 HTM *,"$167,042.69","-0,46%","-3,90%","11,24%",,2024_04_21
780,QOM Shiba Predator,QOM,"$27,649,983.66",$0.00000005,599.886.333.333.333 QOM *,"$58,147.33","-0,64%","-0,77%","10,17%",,2024_04_21
781,ORNJ Orange,ORNJ,"$27,303,786.52",$0.4454,61.300.000 ORNJ *,"$5,598,105.60","3,41%","-4,70%","-14,21%",,2024_04_21
782,BURGER BurgerCities,BURGER,"$27,419,449.08",$0.514,53.350.193 BURGER *,"$3,995,853.25","-0,51%","-1,81%","-10,39%",,2024_04_21
783,NTX NuNet,NTX,"$27,449,613.62",$0.05445,504.084.665 NTX *,"$98,749.36","0,18%","-0,21%","-3,80%",,2024_04_21
784,AMB AirDAO,AMB,"$27,110,682.11",$0.008892,3.048.946.713 AMB *,"$3,540,572.76","-0,39%","-2,46%","1,77%",,2024_04_21
785,PXP PointPay,PXP,"$27,358,801.67",$0.09044,302.501.090 PXP,--,"-0,32%","-4,75%","-8,23%",,2024_04_21
786,WING Wing Finance,WING,"$27,107,904.58",$6.4387,4.210.153 WING *,"$2,275,943.72","-0,52%","-2,78%","2,74%",,2024_04_21
787,ABEL Abelian,ABEL,"$27,129,871.64",$0.3855,70.367.744 ABEL *,"$138,056.48","1,41%","0,73%","-17,28%",,2024_04_21
788,BZZ Swarm,BZZ,"$27,127,238.64",$0.5157,52.600.661 BZZ *,"$1,655,824.20","-2,22%","16,60%","8,35%",,2024_04_21
789,NODL Nodle,NODL,"$26,998,024.76",$0.007494,3.602.455.710 NODL *,"$97,620.14","0,10%","-3,60%","-6,67%",,2024_04_21
790,CET CoinEx Token,CET,"$26,943,695.58",$0.03802,708.633.582 CET *,"$66,632.90","0,08%","0,09%","3,81%",,2024_04_21
791,INV Inverse Finance,INV,"$26,671,069.22",$50.78,525.202 INV *,"$155,988.92","1,02%","-2,85%","4,50%",,2024_04_21
792,CELL Cellframe,CELL,"$26,688,556.73",$0.9332,28.599.168 CELL *,"$266,578.24","-0,46%","4,92%","3,43%",,2024_04_21
793,WIFI WiFi Map,WIFI,"$25,960,851.05",$0.08677,299.206.899 WIFI *,"$762,651.14","-3,49%","-4,72%","-7,32%",,2024_04_21
794,ISK ISKRA Token,ISK,"$26,125,057.40",$0.188,138.984.161 ISK *,"$132,356.44","-0,39%","0,39%","-9,70%",,2024_04_21
795,AST AirSwap,AST,"$25,906,671.53",$0.1485,174.479.533 AST *,"$2,917,507.93","-0,98%","-0,92%","10,74%",,2024_04_21
796,CREDI Credefi,CREDI,"$25,967,780.50",$0.03469,748.573.880 CREDI *,"$304,237.96","1,02%","-6,71%","-5,89%",,2024_04_21
797,ZYN Zynecoin,ZYN,"$25,733,696.45",$0.6141,41.903.029 ZYN,"$460,636.64","-0,09%","0,21%","-7,03%",,2024_04_21
798,USDK USDK,USDK,"$25,698,530.86",$0.8985,28.600.072 USDK *,--,"0,00%","0,00%","2,13%",,2024_04_21
799,UFO UFO Gaming,UFO,"$25,691,173.16",$0.000001,25.757.575.757.576 UFO *,"$529,292.33","0,17%","-0,90%","-3,05%",,2024_04_21
800,CAPS Ternoa,CAPS,"$25,322,198.80",$0.01967,1.287.030.207 CAPS *,"$511,623.21","-1,25%","0,57%","3,55%",,2024_04_21
801,STARL Starlink,STARL,"$25,137,385.48",$0.00000252,9.979.172.029.858 STARL *,"$2,276,260.94","-0,13%","1,23%","6,75%",,2024_04_21
802,DUKO DUKO,DUKO,"$25,666,252.72",$0.002656,9.663.955.990 DUKO *,"$10,323,317.33","-1,63%","-6,97%","113,52%",,2024_04_21
803,LAZIO S.S. Lazio Fan Token,LAZIO,"$25,078,781.36",$2.9161,8.600.000 LAZIO *,"$5,119,808.12","-0,32%","-2,04%","7,05%",,2024_04_21
804,DUEL GameGPT,DUEL,"$25,164,985.40",$0.0173,1.454.408.582 DUEL *,"$2,321,338.62","-0,11%","-4,89%","-3,27%",,2024_04_21
805,XCP Counterparty,XCP,"$25,100,502.90",$9.6027,2.613.892 XCP *,$76.83,"-0,01%","-1,01%","-6,84%",,2024_04_21
806,WE WeBuy,WE,"$25,065,168.15",$0.06923,362.031.240 WE,"$212,008.33","0,03%","-10,47%","-10,99%",,2024_04_21
807,SAMO Samoyedcoin,SAMO,"$24,741,918.94",$0.006765,3.657.134.467 SAMO *,"$2,947,314.94","-0,45%","4,98%","-17,59%",,2024_04_21
808,LING Lingose,LING,"$24,703,163.98",$0.004732,5.220.833.333 LING,"$564,504.00","0,27%","-0,26%","4,68%",,2024_04_21
809,CITY Manchester City Fan Token,CITY,"$24,679,635.42",$3.3908,7.278.403 CITY *,"$4,112,551.04","-0,16%","-0,82%","-4,09%",,2024_04_21
810,CTX Cryptex Finance,CTX,"$24,789,254.30",$4.1602,5.958.681 CTX *,"$231,479.29","0,27%","0,84%","8,56%",,2024_04_21
811,PSP ParaSwap,PSP,"$24,490,243.63",$0.03287,744.976.909 PSP *,"$155,949.85","-0,16%","-0,80%","-2,37%",,2024_04_21
812,VOLT Volt Inu,VOLT,"$24,384,910.05",$0.00000045,54.766.287.142.827 VOLT *,"$4,122,708.34","0,77%","1,89%","-3,21%",,2024_04_21
813,TPT TokenPocket,TPT,"$24,387,341.37",$0.007035,3.466.457.400 TPT *,"$107,547.78","0,54%","9,98%","11,56%",,2024_04_21
814,XNA Neurai,XNA,"$24,369,144.57",$0.002468,9.872.903.071 XNA *,"$363,381.08","0,75%","1,01%","14,31%",,2024_04_21
815,BOND BarnBridge,BOND,"$24,152,176.27",$3.0533,7.910.262 BOND *,"$2,963,485.88","-0,38%","-1,81%","1,14%",,2024_04_21
816,MONA MonaCoin,MONA,"$24,203,588.01",$0.3682,65.729.675 MONA,"$213,797.90","0,73%","4,49%","-5,24%",,2024_04_21
817,FIRO Firo,FIRO,"$23,833,637.30",$1.7527,13.598.619 FIRO,"$3,543,571.01","-0,24%","-0,02%","8,23%",,2024_04_21
818,AXEL AXEL,AXEL,"$20,654,176.60",$0.07296,283.102.718 AXEL *,"$2,310.63","-1,93%","-20,75%","-3,73%",,2024_04_21
819,MOON r/CryptoCurrency Moons,MOON,"$23,763,334.44",$0.2226,106.776.318 MOON *,"$141,555.42","0,04%","3,63%","-1,96%",,2024_04_21
820,ABBC ABBC Coin,ABBC,"$23,657,795.59",$0.01934,1.223.268.738 ABBC *,"$2,303,843.04","0,03%","-0,56%","-5,55%",,2024_04_21
821,OPTI Optimus AI,OPTI,"$23,513,819.08",$0.2474,95.034.939 OPTI *,"$498,121.41","0,52%","3,96%","-2,90%",,2024_04_21
822,OG OG Fan Token,OG,"$23,448,382.32",$4.9092,4.776.437 OG *,"$3,325,251.74","-0,12%","-0,89%","5,65%",,2024_04_21
823,WAGMIGAMES WAGMI Games,WAGMIGAMES,"$23,516,924.21",$0.00001303,1.804.354.666.195 WAGMIGAMES *,"$6,080,260.61","-0,06%","-0,99%","-9,33%",,2024_04_21
824,DCK DexCheck AI,DCK,"$23,413,673.01",$0.06898,339.422.186 DCK *,"$1,070,206.88","0,31%","-2,31%","-10,49%",,2024_04_21
